meeting_id,part_id,chan_id,start,end,length,type,laugh_type
Bdb001,me001,chan2,2696.449,2697.853,1.4039999999999964,laugh,breath-laugh
Bdb001,mn017,chan1,2711.571,2713.25,1.679000000000087,laugh,laugh
Bdb001,me011,chan3,2717.715,2719.554,1.8389999999999416,laugh,laugh
Bdb001,me011,chan3,2787.831,2788.306,0.474999999999909,laugh,breath-laugh
Bdb001,mn017,chan1,2796.465,2797.412,0.9469999999996616,laugh,breath-laugh
Bed002,me003,chan8,16.061,17.45,1.3889999999999991,laugh,laugh
Bed002,me003,chan8,26.31,27.481,1.171000000000003,laugh,laugh
Bed002,me003,chan8,43.423,44.579,1.1559999999999988,laugh,laugh
Bed002,me003,chan8,402.41,403.431,1.0209999999999582,laugh,laugh
Bed002,me003,chan8,454.537,456.318,1.781000000000006,laugh,laugh
Bed002,mn015,chan1,455.663,460.299,4.635999999999967,laugh,breath-laugh
Bed002,me011,chan0,472.233,474.663,2.430000000000007,laugh,laugh
Bed002,mn015,chan1,667.369,668.542,1.1730000000000018,laugh,breath-laugh
Bed002,mn015,chan1,669.604,670.502,0.8979999999999109,laugh,breath-laugh
Bed002,me010,chan2,704.453,706.442,1.9890000000000327,laugh,breath-laugh
Bed002,me003,chan8,704.938,706.077,1.13900000000001,laugh,laugh
Bed002,me010,chan2,707.578,709.132,1.5539999999999736,laugh,breath-laugh
Bed002,me010,chan2,751.756,753.368,1.61200000000008,laugh,breath-laugh
Bed002,me010,chan2,757.732,760.407,2.675000000000068,laugh,laugh
Bed002,mn015,chan1,1214.134,1215.687,1.5529999999998836,laugh,breath-laugh
Bed002,me010,chan2,1332.563,1333.672,1.1089999999999236,laugh,laugh
Bed002,me003,chan8,1348.984,1349.776,0.7920000000001437,laugh,laugh
Bed002,me003,chan8,1926.168,1927.141,0.9730000000001836,laugh,breath-laugh
Bed002,mn015,chan1,1926.235,1927.542,1.3070000000000164,laugh,breath-laugh
Bed002,fe004,chan4,2339.616,2340.49,0.8739999999997963,laugh,breath-laugh
Bed002,fe004,chan4,2382.11,2382.94,0.8299999999999272,laugh,laugh
Bed002,me003,chan8,2716.555,2717.316,0.7609999999999673,laugh,laugh-breath
Bed002,fe004,chan4,2717.156,2717.949,0.79300000000012,laugh,laugh
Bed002,fe004,chan4,2747.871,2748.628,0.7570000000000618,laugh,laugh
Bed002,me003,chan8,2751.102,2751.876,0.774000000000342,laugh,laugh-breath
Bed002,mn015,chan1,2753.116,2756.12,3.0039999999999054,laugh,laugh
Bed002,me003,chan8,2755.973,2756.879,0.9059999999999492,laugh,laugh
Bed002,fe004,chan4,2757.07,2758.18,1.1099999999996726,laugh,laugh
Bed002,me003,chan8,2847.22,2848.295,1.0750000000002728,laugh,laugh
Bed002,me003,chan8,3019.51,3020.217,0.70699999999988,laugh,breath-laugh
Bed002,fe004,chan4,3328.998,3329.81,0.8119999999998981,laugh,breath-laugh
Bed002,fe004,chan4,3361.46,3362.91,1.449999999999818,laugh,laugh
Bed002,me003,chan8,3361.862,3362.768,0.9059999999999492,laugh,laugh
Bed002,mn015,chan1,3416.485,3418.14,1.6549999999997451,laugh,laugh
Bed002,mn015,chan1,3427.438,3428.736,1.2979999999997744,laugh,laugh-breath
Bed002,fe004,chan4,3491.372,3492.267,0.8949999999999818,laugh,laugh
Bed002,fe004,chan4,3493.29,3496.63,3.340000000000145,laugh,laugh
Bed002,me012,chanB,3494.493,3495.633,1.139999999999873,laugh,laugh
Bed002,me010,chan2,3495.247,3497.979,2.731999999999971,laugh,laugh
Bed002,fe004,chan4,3496.98,3498.859,1.8789999999999052,laugh,laugh
Bed002,mn015,chan1,3576.387,3577.224,0.8369999999999891,laugh,laugh
Bed002,fe004,chan4,3591.937,3592.986,1.0489999999999782,laugh,laugh
Bed002,me012,chanB,3592.113,3593.919,1.80600000000004,laugh,laugh
Bed002,me003,chan8,3592.194,3593.887,1.693000000000211,laugh,laugh
Bed002,me003,chan8,3613.723,3614.922,1.1990000000000691,laugh,laugh
Bed002,fe004,chan4,3653.111,3657.11,3.999000000000251,laugh,laugh
Bed002,me012,chanB,3653.975,3655.342,1.3670000000001892,laugh,laugh
Bed002,fe004,chan4,3668.157,3669.09,0.9329999999999928,laugh,laugh
Bed002,me003,chan8,3708.594,3709.705,1.1109999999998763,laugh,laugh-breath
Bed002,me012,chanB,3708.776,3709.916,1.1400000000003274,laugh,laugh
Bed002,me003,chan8,3713.537,3714.947,1.4100000000003092,laugh,laugh
Bed002,me003,chan8,3807.538,3809.543,2.005000000000109,laugh,laugh
Bed002,mn015,chan1,3808.5,3809.475,0.974999999999909,laugh,laugh
Bed002,me010,chan2,3808.779,3809.678,0.8989999999998872,laugh,laugh
Bed002,me003,chan8,3810.82,3811.433,0.612999999999829,laugh,laugh
Bed002,mn015,chan1,3822.43,3824.055,1.625,laugh,laugh
Bed002,mn015,chan1,3832.083,3833.42,1.336999999999989,laugh,laugh
Bed002,fe004,chan4,3834.97,3835.88,0.9100000000003092,laugh,laugh
Bed003,mn015,chan1,39.371,40.083,0.7119999999999962,laugh,breath-laugh
Bed003,me012,chan3,40.04,41.6,1.5600000000000025,laugh,laugh
Bed003,me003,chan2,41.08,43.001,1.9209999999999996,laugh,laugh
Bed003,mn015,chan1,43.769,44.425,0.6559999999999988,laugh,laugh
Bed003,me003,chan2,51.11,52.77,1.6600000000000037,laugh,laugh
Bed003,me003,chan2,83.48,84.421,0.9410000000000024,laugh,laugh
Bed003,fe004,chan4,87.74,88.6,0.8599999999999994,laugh,laugh
Bed003,me003,chan2,97.34,98.16,0.8199999999999932,laugh,laugh
Bed003,fe004,chan4,107.61,109.56,1.9500000000000028,laugh,laugh
Bed003,me012,chan3,110.462,111.74,1.2779999999999916,laugh,laugh
Bed003,fe004,chan4,110.73,112.21,1.4799999999999898,laugh,laugh
Bed003,me003,chan2,129.3,130.1,0.799999999999983,laugh,laugh
Bed003,fe004,chan4,129.758,130.298,0.539999999999992,laugh,breath-laugh
Bed003,me003,chan2,131.845,133.53,1.6850000000000025,laugh,laugh
Bed003,fe004,chan4,132.12,133.083,0.962999999999994,laugh,laugh
Bed003,me003,chan2,134.53,136.227,1.6970000000000027,laugh,laugh
Bed003,fe004,chan4,158.07,159.318,1.2480000000000189,laugh,laugh
Bed003,me012,chan3,161.058,162.25,1.1920000000000073,laugh,laugh
Bed003,me012,chan3,162.882,164.209,1.3269999999999982,laugh,laugh
Bed003,me003,chan2,163.07,164.72,1.6500000000000057,laugh,laugh
Bed003,mn015,chan1,169.7,172.37,2.670000000000016,laugh,laugh
Bed003,mn015,chan1,174.01,175.11,1.1000000000000227,laugh,laugh
Bed003,me003,chan2,175.72,177.4,1.6800000000000068,laugh,laugh
Bed003,fe004,chan4,189.9,190.85,0.9499999999999886,laugh,breath-laugh
Bed003,me003,chan2,193.79,194.407,0.6170000000000186,laugh,laugh
Bed003,me012,chan3,194.031,194.428,0.3969999999999913,laugh,laugh
Bed003,me012,chan3,199.02,199.65,0.6299999999999955,laugh,laugh
Bed003,mn015,chan1,199.447,199.904,0.4569999999999936,laugh,breath-laugh
Bed003,fe004,chan4,249.19,250.02,0.8300000000000125,laugh,laugh
Bed003,me012,chan3,300.37,301.49,1.1200000000000043,laugh,laugh
Bed003,fe004,chan4,402.33,403.566,1.23599999999999,laugh,laugh
Bed003,fe004,chan4,543.625,544.597,0.97199999999998,laugh,laugh
Bed003,me003,chan2,549.556,550.501,0.9449999999999364,laugh,laugh
Bed003,me012,chan3,600.18,600.995,0.8150000000000546,laugh,laugh
Bed003,fe004,chan4,630.971,631.9,0.9289999999999736,laugh,laugh
Bed003,me003,chan2,972.98,974.13,1.1499999999999773,laugh,laugh
Bed003,fe004,chan4,973.117,974.38,1.2630000000000337,laugh,laugh
Bed003,fe004,chan4,997.878,999.017,1.13900000000001,laugh,laugh
Bed003,me003,chan2,1004.866,1005.682,0.8160000000000309,laugh,laugh
Bed003,fe004,chan4,1005.304,1006.875,1.5710000000000264,laugh,laugh
Bed003,fe004,chan4,1007.36,1008.8,1.4399999999999409,laugh,laugh
Bed003,fe004,chan4,1016.409,1019.54,3.130999999999972,laugh,laugh
Bed003,me003,chan2,1017.23,1018.964,1.7340000000000373,laugh,laugh
Bed003,me012,chan3,1075.697,1076.35,0.65300000000002,laugh,laugh
Bed003,me012,chan3,1078.31,1079.509,1.1990000000000691,laugh,laugh
Bed003,me003,chan2,1080.7,1081.502,0.8019999999999072,laugh,laugh
Bed003,me012,chan3,1080.719,1082.262,1.542999999999893,laugh,laugh
Bed003,fe004,chan4,1080.74,1082.33,1.589999999999918,laugh,laugh
Bed003,me003,chan2,1089.46,1090.4,0.9400000000000546,laugh,laugh
Bed003,fe004,chan4,1090.515,1091.351,0.8360000000000127,laugh,laugh
Bed003,me003,chan2,1091.21,1092.231,1.0209999999999582,laugh,laugh
Bed003,fe004,chan4,1091.351,1094.56,3.2089999999998327,laugh,laugh
Bed003,me003,chan2,1092.916,1094.85,1.933999999999969,laugh,laugh
Bed003,fe004,chan4,1107.123,1111.147,4.023999999999887,laugh,laugh
Bed003,mn015,chan1,1107.43,1107.999,0.56899999999996,laugh,laugh
Bed003,fe004,chan4,1111.821,1115.308,3.48700000000008,laugh,laugh
Bed003,me003,chan2,1112.97,1114.347,1.3769999999999527,laugh,laugh
Bed003,me012,chan3,1144.01,1144.979,0.9690000000000508,laugh,laugh
Bed003,fe004,chan4,1145.298,1146.79,1.4919999999999618,laugh,laugh
Bed003,me012,chan3,1146.21,1147.33,1.1199999999998909,laugh,laugh
Bed003,fe004,chan4,1405.274,1407.479,2.2050000000001546,laugh,laugh
Bed003,me003,chan2,1406.42,1407.58,1.1599999999998545,laugh,laugh-breath
Bed003,fe004,chan4,1535.655,1538.196,2.54099999999994,laugh,laugh
Bed003,me003,chan2,1536.822,1537.59,0.7680000000000291,laugh,laugh
Bed003,me003,chan2,1549.309,1550.74,1.43100000000004,laugh,laugh-breath
Bed003,me003,chan2,1551.218,1552.1,0.8819999999998345,laugh,laugh-breath
Bed003,me003,chan2,1568.505,1569.089,0.5839999999998327,laugh,laugh
Bed003,fe004,chan4,1573.067,1574.203,1.1359999999999673,laugh,laugh
Bed003,fe004,chan4,1613.86,1614.78,0.9200000000000728,laugh,laugh
Bed003,me012,chan3,1623.06,1623.95,0.8900000000001,laugh,breath-laugh
Bed003,me003,chan2,1716.045,1716.794,0.7490000000000236,laugh,laugh-breath
Bed003,fe004,chan4,1716.08,1717.43,1.3500000000001364,laugh,laugh
Bed003,me012,chan3,1790.75,1791.424,0.6739999999999782,laugh,laugh
Bed003,me012,chan3,1799.02,1799.773,0.7529999999999291,laugh,laugh
Bed003,me003,chan2,1800.17,1801.16,0.9900000000000092,laugh,breath-laugh
Bed003,me012,chan3,1803.08,1803.77,0.6900000000000546,laugh,laugh-breath
Bed003,fe004,chan4,1843.567,1844.85,1.2829999999999018,laugh,laugh
Bed003,me003,chan2,1843.814,1844.997,1.1829999999999927,laugh,laugh
Bed003,me012,chan3,1867.92,1868.82,0.8999999999998636,laugh,breath-laugh
Bed003,fe004,chan4,1925.968,1926.663,0.6949999999999363,laugh,breath-laugh
Bed003,me012,chan3,1966.361,1967.28,0.918999999999869,laugh,breath-laugh
Bed003,fe004,chan4,1966.777,1968.56,1.7829999999999018,laugh,laugh
Bed003,me012,chan3,1968.95,1969.99,1.0399999999999636,laugh,laugh
Bed003,me003,chan2,1971.53,1972.256,0.7260000000001128,laugh,laugh
Bed003,fe004,chan4,1972.671,1974.181,1.509999999999991,laugh,laugh
Bed003,me003,chan2,1973.023,1974.411,1.3880000000001471,laugh,laugh
Bed003,fe004,chan4,1991.226,1993.126,1.899999999999864,laugh,laugh
Bed003,me012,chan3,1993.792,1994.665,0.8730000000000473,laugh,breath-laugh
Bed003,me003,chan2,1995.38,1996.108,0.7279999999998381,laugh,laugh
Bed003,fe004,chan4,1998.9,2001.363,2.462999999999965,laugh,laugh
Bed003,me012,chan3,1999.44,2000.351,0.9110000000000582,laugh,laugh
Bed003,mn015,chan1,2002.011,2003.518,1.5070000000000618,laugh,laugh
Bed003,fe004,chan4,2002.356,2003.78,1.4239999999999782,laugh,laugh
Bed003,me003,chan2,2301.65,2302.67,1.0199999999999818,laugh,laugh
Bed003,mn015,chan1,2302.22,2302.592,0.3720000000002983,laugh,laugh
Bed003,me003,chan2,2312.48,2313.35,0.8699999999998909,laugh,laugh
Bed003,fe004,chan4,2339.72,2340.62,0.900000000000091,laugh,laugh
Bed003,me003,chan2,2558.816,2559.95,1.1340000000000146,laugh,laugh-breath
Bed003,mn015,chan1,2652.04,2652.935,0.8949999999999818,laugh,laugh
Bed003,fe004,chan4,2652.49,2654.668,2.1780000000003383,laugh,laugh
Bed003,fe004,chan4,2656.288,2658.185,1.8969999999999343,laugh,laugh
Bed003,fe004,chan4,2676.856,2678.19,1.3339999999998329,laugh,laugh
Bed003,me003,chan2,2710.352,2711.135,0.7830000000003565,laugh,laugh
Bed003,mn015,chan1,2711.58,2712.478,0.8980000000001382,laugh,laugh
Bed003,fe004,chan4,2723.47,2724.65,1.180000000000291,laugh,laugh
Bed003,me003,chan2,2729.25,2729.66,0.4099999999998545,laugh,breath-laugh
Bed003,me012,chan3,2737.364,2738.013,0.6489999999998872,laugh,laugh
Bed003,me003,chan2,2749.87,2751.05,1.180000000000291,laugh,laugh
Bed003,fe004,chan4,2756.728,2758.08,1.3519999999998618,laugh,laugh
Bed003,fe004,chan4,2783.67,2784.78,1.110000000000127,laugh,laugh
Bed003,me003,chan2,2787.7,2788.406,0.706000000000131,laugh,laugh
Bed003,me003,chan2,2788.644,2791.32,2.6760000000003856,laugh,laugh
Bed003,fe004,chan4,2788.76,2791.545,2.7849999999998545,laugh,laugh
Bed003,me012,chan3,2789.984,2791.17,1.1860000000001492,laugh,laugh
Bed003,me003,chan2,2792.9,2794.088,1.188000000000102,laugh,laugh
Bed003,me003,chan2,2795.096,2796.71,1.6140000000000327,laugh,laugh
Bed003,me012,chan3,2796.03,2796.77,0.7399999999997817,laugh,laugh
Bed003,me003,chan2,2797.89,2799.33,1.4400000000000546,laugh,laugh
Bed003,me003,chan2,2917.47,2919.02,1.550000000000182,laugh,laugh-breath
Bed003,fe004,chan4,2922.44,2923.58,1.139999999999873,laugh,laugh
Bed003,me003,chan2,2926.38,2927.042,0.6619999999998072,laugh,laugh
Bed003,me003,chan2,2927.298,2928.604,1.30600000000004,laugh,laugh
Bed003,me003,chan2,2929.243,2930.85,1.606999999999971,laugh,laugh
Bed003,me012,chan3,2929.65,2930.29,0.6399999999998727,laugh,laugh
Bed003,me003,chan2,2938.86,2939.807,0.9469999999996616,laugh,laugh
Bed003,me012,chan3,2945.25,2946.204,0.9540000000001784,laugh,laugh
Bed003,me012,chan3,2947.461,2948.318,0.8570000000004256,laugh,laugh
Bed003,me012,chan3,2948.889,2949.457,0.5679999999997563,laugh,laugh
Bed003,fe004,chan4,2953.89,2955.3,1.4100000000003092,laugh,laugh
Bed003,fe004,chan4,2955.7,2957.598,1.8980000000001385,laugh,laugh
Bed003,mn015,chan1,2955.77,2956.687,0.9169999999999164,laugh,laugh
Bed003,me003,chan2,2955.795,2957.412,1.6169999999997344,laugh,laugh
Bed003,me003,chan2,3006.962,3007.802,0.8400000000001455,laugh,laugh
Bed003,mn015,chan1,3007.365,3008.191,0.8260000000000218,laugh,laugh
Bed003,fe004,chan4,3034.75,3035.91,1.1599999999998545,laugh,laugh
Bed003,me003,chan2,3035.071,3035.866,0.7950000000000728,laugh,breath-laugh
Bed003,fe004,chan4,3076.05,3076.46,0.4099999999998545,laugh,laugh
Bed003,me003,chan2,3153.88,3154.71,0.8299999999999272,laugh,laugh
Bed003,me003,chan2,3156.05,3156.683,0.6329999999998108,laugh,laugh
Bed003,me012,chan3,3178.34,3179.334,0.9939999999996872,laugh,laugh
Bed003,mn015,chan1,3178.65,3179.364,0.7139999999999418,laugh,laugh
Bed003,me012,chan3,3179.334,3179.894,0.5599999999999454,laugh,laugh
Bed003,me003,chan2,3179.783,3181.289,1.5060000000003129,laugh,laugh
Bed003,me003,chan2,3182.6,3183.279,0.6790000000000873,laugh,laugh
Bed003,me003,chan2,3207.06,3207.491,0.43100000000004,laugh,breath-laugh
Bed003,me003,chan2,3212.73,3213.527,0.7970000000000255,laugh,breath-laugh
Bed003,me012,chan3,3218.09,3218.631,0.5409999999997126,laugh,laugh
Bed003,me012,chan3,3222.733,3224.06,1.3269999999997708,laugh,laugh
Bed003,mn015,chan1,3242.4,3243.642,1.2419999999997344,laugh,breath-laugh
Bed003,me012,chan3,3242.781,3243.425,0.6440000000002328,laugh,breath-laugh
Bed003,me012,chan3,3246.71,3247.671,0.9609999999997854,laugh,laugh
Bed003,fe004,chan4,3247.06,3248.817,1.7570000000000618,laugh,laugh
Bed003,me012,chan3,3253.37,3254.21,0.8400000000001455,laugh,breath-laugh
Bed003,mn015,chan1,3253.598,3254.831,1.2330000000001746,laugh,breath-laugh
Bed003,me003,chan2,3254.71,3255.086,0.375999999999749,laugh,breath-laugh
Bed003,fe004,chan4,3416.759,3417.15,0.3910000000000764,laugh,laugh
Bed003,fe004,chan4,3419.7,3420.83,1.1300000000001091,laugh,laugh
Bed003,me003,chan2,3420.4,3422.367,1.9670000000000984,laugh,laugh
Bed003,me003,chan2,3486.485,3487.684,1.1990000000000691,laugh,laugh
Bed003,fe004,chan4,3489.29,3492.64,3.349999999999909,laugh,laugh
Bed003,me012,chan3,3490.48,3491.571,1.0909999999998945,laugh,laugh
Bed003,mn015,chan1,3491.303,3492.121,0.818000000000211,laugh,laugh
Bed003,fe004,chan4,3494.6,3496.23,1.6300000000001091,laugh,laugh
Bed003,me003,chan2,3495.86,3497.152,1.2919999999999163,laugh,laugh
Bed003,me012,chan3,3496.687,3497.304,0.6170000000001892,laugh,laugh
Bed004,me003,chan1,9.907,10.639,0.7319999999999993,laugh,laugh-breath
Bed004,mn015,chan4,215.34,216.606,1.2659999999999911,laugh,laugh
Bed004,me012,chan3,216.51,217.8,1.2900000000000205,laugh,laugh
Bed004,me012,chan3,219.56,221.448,1.8880000000000048,laugh,laugh
Bed004,mn015,chan4,221.943,223.203,1.259999999999991,laugh,laugh
Bed004,mn015,chan4,235.449,236.116,0.6670000000000016,laugh,laugh
Bed004,me012,chan3,286.344,288.45,2.1059999999999945,laugh,laugh
Bed004,me003,chan1,287.026,288.63,1.603999999999985,laugh,laugh
Bed004,me003,chan1,301.87,302.743,0.8729999999999905,laugh,laugh
Bed004,me003,chan1,323.67,325.44,1.7699999999999818,laugh,laugh
Bed004,me003,chan1,370.817,372.113,1.2959999999999925,laugh,laugh
Bed004,me012,chan3,371.37,372.18,0.8100000000000023,laugh,laugh
Bed004,me012,chan3,423.96,425.05,1.0900000000000318,laugh,laugh
Bed004,me003,chan1,424.655,425.73,1.0750000000000457,laugh,laugh
Bed004,me003,chan1,428.55,429.71,1.1599999999999682,laugh,laugh
Bed004,me003,chan1,436.15,437.07,0.920000000000016,laugh,laugh
Bed004,me012,chan3,698.165,700.59,2.425000000000068,laugh,laugh
Bed004,me003,chan1,705.705,707.304,1.5989999999999327,laugh,laugh
Bed004,mn015,chan4,743.25,744.369,1.1190000000000282,laugh,laugh
Bed004,me003,chan1,752.204,754.724,2.5200000000000955,laugh,laugh
Bed004,me012,chan3,757.525,759.283,1.7580000000000382,laugh,laugh
Bed004,me012,chan3,776.9,777.938,1.038000000000011,laugh,laugh
Bed004,me003,chan1,835.796,837.174,1.377999999999929,laugh,laugh
Bed004,me012,chan3,899.12,899.97,0.8500000000000227,laugh,laugh
Bed004,me010,chan2,899.63,900.388,0.7580000000000382,laugh,laugh
Bed004,me003,chan1,1015.393,1017.0,1.606999999999971,laugh,laugh
Bed004,me003,chan1,1022.4,1023.99,1.5900000000000318,laugh,laugh
Bed004,me012,chan3,1029.62,1030.35,0.7300000000000182,laugh,laugh
Bed004,me003,chan1,1289.08,1289.86,0.7799999999999727,laugh,laugh
Bed004,me003,chan1,2899.825,2902.069,2.244000000000142,laugh,laugh
Bed005,fe004,chan4,103.41,105.678,2.2680000000000007,laugh,breath-laugh
Bed005,fe004,chan4,144.46,145.57,1.1099999999999852,laugh,breath-laugh
Bed005,mn015,chan2,145.172,147.015,1.842999999999989,laugh,breath-laugh
Bed005,me012,chan3,447.704,449.102,1.3979999999999675,laugh,laugh-breath
Bed005,mn015,chan2,461.975,463.6,1.625,laugh,laugh
Bed005,mn036,chan5,462.89,464.045,1.1550000000000296,laugh,breath-laugh
Bed005,me012,chan3,495.793,498.122,2.329000000000008,laugh,laugh-breath
Bed005,fe004,chan4,496.57,498.002,1.4320000000000164,laugh,laugh
Bed005,me012,chan3,548.148,549.759,1.61099999999999,laugh,laugh-breath
Bed005,fe004,chan4,604.891,605.65,0.7590000000000146,laugh,laugh
Bed005,mn015,chan2,669.507,671.48,1.97300000000007,laugh,breath-laugh
Bed005,fe004,chan4,669.734,670.784,1.0499999999999543,laugh,breath-laugh
Bed005,fe004,chan4,693.2,694.362,1.1619999999999209,laugh,laugh
Bed005,me010,chan1,695.326,696.14,0.8139999999999645,laugh,laugh
Bed005,fe004,chan4,699.076,700.201,1.125,laugh,breath-laugh
Bed005,me012,chan3,787.601,788.399,0.7980000000000018,laugh,laugh-breath
Bed005,mn015,chan2,799.645,801.086,1.441000000000031,laugh,laugh-breath
Bed005,me012,chan3,819.497,820.184,0.6870000000000118,laugh,breath-laugh
Bed005,me003,chan0,1003.977,1005.295,1.3179999999999836,laugh,breath-laugh
Bed005,me012,chan3,1186.041,1186.79,0.7490000000000236,laugh,breath-laugh
Bed005,me003,chan0,1188.63,1191.398,2.7679999999998017,laugh,laugh
Bed005,fe004,chan4,1189.69,1190.36,0.6699999999998454,laugh,breath-laugh
Bed005,me012,chan3,1190.269,1192.186,1.9169999999999163,laugh,laugh
Bed005,me012,chan3,1205.286,1207.411,2.125,laugh,laugh
Bed005,me012,chan3,1218.062,1220.048,1.986000000000104,laugh,laugh
Bed005,me003,chan0,1700.86,1701.586,0.7260000000001128,laugh,breath-laugh
Bed005,me003,chan0,1706.77,1708.19,1.4200000000000728,laugh,laugh
Bed005,fe004,chan4,2448.61,2452.058,3.4479999999998654,laugh,laugh
Bed005,me012,chan3,2450.372,2451.37,0.9980000000000472,laugh,laugh
Bed005,fe004,chan4,2479.957,2480.916,0.9590000000002874,laugh,breath-laugh
Bed005,mn036,chan5,2480.575,2482.346,1.7710000000001855,laugh,laugh
Bed005,me003,chan0,2481.66,2482.63,0.9700000000002548,laugh,laugh
Bed005,fe004,chan4,2484.671,2485.422,0.7510000000002037,laugh,cough-laugh
Bed005,me003,chan0,2507.97,2508.79,0.8200000000001637,laugh,laugh
Bed005,mn036,chan5,2513.865,2515.885,2.020000000000437,laugh,laugh
Bed005,fe004,chan4,2514.13,2514.997,0.8669999999997344,laugh,laugh
Bed005,me003,chan0,2526.306,2527.486,1.1799999999998363,laugh,breath-laugh
Bed005,mn015,chan2,2566.821,2568.089,1.268000000000029,laugh,laugh-breath
Bed005,mn015,chan2,2570.491,2571.335,0.8440000000000509,laugh,laugh-breath
Bed005,mn015,chan2,2573.386,2575.072,1.6860000000001492,laugh,laugh
Bed005,fe004,chan4,2585.5,2586.82,1.3200000000001637,laugh,laugh
Bed005,me003,chan0,3043.85,3045.53,1.680000000000291,laugh,laugh
Bed005,mn036,chan5,3046.451,3048.726,2.275000000000091,laugh,breath-laugh
Bed005,fe004,chan4,3068.888,3070.875,1.98700000000008,laugh,laugh
Bed005,fe004,chan4,3218.021,3219.944,1.9229999999997744,laugh,laugh-breath
Bed005,me003,chan0,3365.56,3366.23,0.6700000000000728,laugh,laugh-breath
Bed005,fe004,chan4,3453.455,3454.563,1.1080000000001746,laugh,laugh-breath
Bed005,fe004,chan4,3455.16,3456.24,1.0799999999999272,laugh,breath-laugh
Bed005,fe004,chan4,3470.295,3472.618,2.3229999999998654,laugh,breath-laugh
Bed005,mn036,chan5,3515.713,3516.459,0.7459999999996398,laugh,breath-laugh
Bed005,me010,chan1,3572.83,3573.746,0.9160000000001672,laugh,laugh
Bed005,fe004,chan4,3577.83,3578.71,0.8800000000001091,laugh,breath-laugh
Bed005,fe004,chan4,3638.2,3639.21,1.0100000000002185,laugh,breath-laugh
Bed005,me012,chan3,3662.733,3663.766,1.0329999999999018,laugh,laugh
Bed005,me012,chan3,3781.861,3783.786,1.925000000000182,laugh,laugh
Bed005,fe004,chan4,3782.47,3783.81,1.3400000000001455,laugh,laugh
Bed005,me003,chan0,3783.96,3785.27,1.3099999999999454,laugh,laugh
Bed005,me012,chan3,3785.068,3786.088,1.0199999999999818,laugh,laugh
